Timestamp,GAcX,GAcY,GAcZ
2025-02-03 19:31:03,0.02,-0.01,0.01
2025-02-03 19:31:03,0.0,-0.02,0.0
2025-02-03 19:31:03,0.01,-0.01,0.01
2025-02-03 19:31:03,-0.01,0.0,0.0
2025-02-03 19:31:03,-0.01,0.02,0.01
2025-02-03 19:31:03,-0.02,0.02,0.0
2025-02-03 19:31:03,-0.03,0.01,0.0
2025-02-03 19:31:03,-0.02,0.0,0.01
2025-02-03 19:31:03,-0.0,-0.0,-0.01
2025-02-03 19:31:03,0.03,-0.01,-0.01
2025-02-03 19:31:04,0.02,-0.01,-0.01
2025-02-03 19:31:04,0.03,-0.0,0.0
2025-02-03 19:31:04,0.01,0.0,0.01
2025-02-03 19:31:04,-0.0,0.01,0.01
2025-02-03 19:31:04,-0.02,0.01,-0.0
2025-02-03 19:31:04,-0.02,0.02,0.0
2025-02-03 19:31:04,-0.02,0.01,0.0
2025-02-03 19:31:04,-0.01,0.01,0.0
2025-02-03 19:31:04,-0.0,-0.01,-0.0
2025-02-03 19:31:04,0.01,-0.02,0.0
2025-02-03 19:31:04,0.01,-0.02,-0.01
2025-02-03 19:31:04,0.0,-0.0,-0.01
2025-02-03 19:31:04,-0.01,0.0,-0.01
2025-02-03 19:31:04,-0.03,0.01,0.01
2025-02-03 19:31:04,-0.02,0.01,0.01
2025-02-03 19:31:04,-0.01,0.01,-0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,0.01,-0.01,0.0
2025-02-03 19:31:04,0.01,-0.01,0.01
2025-02-03 19:31:04,0.02,-0.01,-0.01
2025-02-03 19:31:04,0.02,-0.0,-0.0
2025-02-03 19:31:04,0.0,0.01,-0.0
2025-02-03 19:31:04,-0.01,0.01,0.01
2025-02-03 19:31:04,-0.02,0.0,0.0
2025-02-03 19:31:04,-0.01,0.01,0.01
2025-02-03 19:31:04,-0.01,-0.0,-0.0
2025-02-03 19:31:04,-0.01,0.0,0.01
2025-02-03 19:31:04,-0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,-0.0,-0.01,-0.0
2025-02-03 19:31:04,0.0,-0.01,-0.0
2025-02-03 19:31:04,0.01,0.0,0.0
2025-02-03 19:31:04,0.0,-0.0,0.0
2025-02-03 19:31:04,0.0,0.01,0.0
2025-02-03 19:31:04,-0.01,0.01,0.0
2025-02-03 19:31:04,-0.0,0.0,0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,0.0,-0.01,0.0
2025-02-03 19:31:04,0.0,-0.01,-0.01
2025-02-03 19:31:04,0.01,-0.01,0.0
2025-02-03 19:31:04,0.0,-0.0,-0.0
2025-02-03 19:31:04,-0.01,0.0,0.01
2025-02-03 19:31:04,-0.01,0.01,0.0
2025-02-03 19:31:04,-0.01,0.01,0.0
2025-02-03 19:31:04,-0.01,0.0,-0.01
2025-02-03 19:31:04,-0.01,0.01,-0.0
2025-02-03 19:31:04,-0.0,-0.01,-0.0
2025-02-03 19:31:04,0.0,-0.01,-0.01
2025-02-03 19:31:04,0.01,-0.0,0.0
2025-02-03 19:31:04,0.01,-0.0,-0.0
2025-02-03 19:31:04,0.01,0.0,0.0
2025-02-03 19:31:04,0.0,0.0,-0.0
2025-02-03 19:31:04,0.0,0.0,-0.01
2025-02-03 19:31:04,-0.01,0.0,0.01
2025-02-03 19:31:04,-0.01,0.01,0.01
2025-02-03 19:31:04,-0.0,0.0,0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,0.0,-0.01,0.0
2025-02-03 19:31:04,0.0,-0.01,-0.01
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,-0.01,-0.0,0.0
2025-02-03 19:31:04,-0.01,0.0,-0.0
2025-02-03 19:31:04,-0.0,0.01,0.0
2025-02-03 19:31:04,-0.01,0.0,0.01
2025-02-03 19:31:04,0.0,-0.0,0.01
2025-02-03 19:31:04,0.0,-0.0,0.0
2025-02-03 19:31:04,0.01,-0.0,-0.01
2025-02-03 19:31:04,0.0,0.0,-0.0
2025-02-03 19:31:04,0.01,0.0,-0.01
2025-02-03 19:31:04,0.0,0.0,0.0
2025-02-03 19:31:04,0.0,-0.0,-0.01
2025-02-03 19:31:04,-0.0,0.01,-0.0
2025-02-03 19:31:04,0.0,0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,-0.01
2025-02-03 19:31:04,-0.01,0.0,-0.01
2025-02-03 19:31:04,-0.0,0.0,-0.01
2025-02-03 19:31:04,-0.0,-0.0,-0.01
2025-02-03 19:31:04,0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,-0.01,-0.01
2025-02-03 19:31:04,-0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,0.0
2025-02-03 19:31:04,0.0,0.0,0.01
2025-02-03 19:31:04,-0.0,0.0,0.01
2025-02-03 19:31:04,0.01,-0.0,0.01
2025-02-03 19:31:04,0.0,-0.0,-0.0
2025-02-03 19:31:04,0.01,-0.0,0.01
2025-02-03 19:31:04,0.0,-0.0,0.0
2025-02-03 19:31:04,0.0,-0.0,-0.01
2025-02-03 19:31:04,-0.01,-0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,-0.0
2025-02-03 19:31:04,-0.0,0.0,-0.0
2025-02-03 19:31:04,0.0,0.0,0.01
2025-02-03 19:31:04,-0.01,-0.0,-0.0
2025-02-03 19:31:04,-0.01,-0.0,-0.01
2025-02-03 19:31:04,-0.01,-0.0,-0.01
2025-02-03 19:31:04,-0.0,0.0,0.0
2025-02-03 19:31:04,0.0,-0.0,-0.01
2025-02-03 19:31:04,-0.0,-0.0,-0.01
2025-02-03 19:31:04,0.0,0.0,0.0
2025-02-03 19:31:04,-0.01,0.01,-0.0
2025-02-03 19:31:04,-0.0,0.0,-0.0
2025-02-03 19:31:04,-0.01,0.0,0.01
2025-02-03 19:31:04,0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,0.0
2025-02-03 19:31:04,0.0,0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,-0.0
2025-02-03 19:31:04,-0.01,-0.0,0.0
2025-02-03 19:31:04,-0.0,-0.0,-0.0
2025-02-03 19:31:04,-0.0,0.0,0.01
2025-02-03 19:31:04,-0.01,0.0,-0.01
2025-02-03 19:31:04,-0.01,0.01,-0.01
2025-02-03 19:31:04,-0.0,0.0,0.01
2025-02-03 19:31:04,0.0,0.0,0.0
2025-02-03 19:31:04,0.0,0.0,0.01
2025-02-03 19:31:04,-0.0,-0.0,0.0
2025-02-03 19:31:04,-0.0,0.0,0.01
2025-02-03 19:31:04,-0.0,-0.0,0.01
2025-02-03 19:31:05,0.0,-0.0,0.01
2025-02-03 19:31:05,0.0,0.0,-0.0
2025-02-03 19:31:05,-0.0,-0.0,-0.0
2025-02-03 19:31:05,0.0,0.0,-0.0
2025-02-03 19:31:05,-0.0,0.01,-0.01
2025-02-03 19:31:05,-0.0,-0.0,-0.01
2025-02-03 19:31:05,-0.0,-0.0,-0.0
2025-02-03 19:31:05,-0.01,0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,-0.01
2025-02-03 19:31:05,-0.01,-0.0,0.01
2025-02-03 19:31:05,0.0,-0.0,-0.0
2025-02-03 19:31:05,-0.0,0.0,-0.01
2025-02-03 19:31:05,0.0,0.01,-0.0
2025-02-03 19:31:05,-0.0,-0.01,-0.01
2025-02-03 19:31:05,0.0,0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,-0.0
2025-02-03 19:31:05,0.0,0.0,0.01
2025-02-03 19:31:05,-0.0,0.0,0.0
2025-02-03 19:31:05,-0.0,0.0,-0.0
2025-02-03 19:31:05,-0.01,0.0,-0.01
2025-02-03 19:31:05,-0.01,0.0,0.0
2025-02-03 19:31:05,-0.01,-0.0,0.0
2025-02-03 19:31:05,-0.01,0.0,0.0
2025-02-03 19:31:05,-0.01,0.0,0.0
2025-02-03 19:31:05,-0.01,-0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,0.01
2025-02-03 19:31:05,-0.0,0.0,0.01
2025-02-03 19:31:05,-0.01,-0.0,0.0
2025-02-03 19:31:05,-0.0,0.01,-0.0
2025-02-03 19:31:05,-0.0,-0.0,0.0
2025-02-03 19:31:05,-0.0,-0.0,0.01
2025-02-03 19:31:05,0.0,0.0,-0.0
2025-02-03 19:31:05,-0.0,-0.0,0.0
2025-02-03 19:31:05,-0.0,0.0,0.0
2025-02-03 19:31:05,0.0,0.0,0.01
2025-02-03 19:31:05,-0.0,0.0,-0.0
2025-02-03 19:31:05,-0.0,0.0,-0.0
2025-02-03 19:31:05,-0.01,-0.0,-0.0
2025-02-03 19:31:05,-0.0,-0.0,-0.0
2025-02-03 19:31:05,0.0,0.0,0.01
